API WELL  NUMBER,Production Year,OWNER NAME,COUNTY,TOWNSHIP,WELL NAME,WELL NUMBER,OIL,GAS,BRINE
34111245510000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ UNIT     3H,3H,221,396329,4187
34111245520000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,KURTZ UNIT     2H,2H,186,316434,3369
34111245530000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     3H,3H,170,302518,1491
34111245540000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     4H,4H,260,462046,2276
34111245550000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     2H,2H,145,256920,1268
34111245560000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,ULRICH UNIT     1H,1H,146,260186,1281
34111245590000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,DONATO 210637     1A,1A,0,450892,18813
34111245600000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,DONATO 210637     2B,2B,0,402430,9385
34111245610000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,DONATO 210568     3A,3A,0,373723,8543
34111245620000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,DONATO 210568     4B,4B,0,543052,7802
34111245630000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,GARY GREEN S WSH MN     4HA,4HA,0,317195,4380
34111245640000,2020,XTO ENERGY INC.,MONROE,SWITZERLAND,MONROE NORTH UNIT C     2H,2H,0,951166,8952
34111245650000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16JHSU,SWITZ16JHSU,0,822186,8933
34111245660000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16DHSU,SWITZ16DHSU,0,937551,5032
34111245670000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16FHSU,SWITZ16FHSU,0,708190,9110
34111245680000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16BHSU,SWITZ16BHSU,0,886876,5126
34111245690000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ILONA BABER ET AL     SWITZ16HHSU,SWITZ16HHSU,0,588389,6745
34111245700100,2020,ECLIPSE RESOURCES I LP,MONROE,SWITZERLAND,FUCHS A     2H,2H,0,326275,4771
34111245710000,2020,ECLIPSE RESOURCES I LP,MONROE,SWITZERLAND,DIETRICH A     6H,6H,0,335600,4311
34111245720000,2020,ECLIPSE RESOURCES I LP,MONROE,SWITZERLAND,DIETRICH A     4H,4H,0,280711,7020
34111245730000,2020,ECLIPSE RESOURCES I LP,MONROE,SWITZERLAND,DIETRICH A     2H,2H,0,269940,6376
34111245740000,2020,ECLIPSE RESOURCES I LP,MONROE,SWITZERLAND,FUCHS A     4H,4H,0,410018,7182
34111245750000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     2H,2H,158,280858,2522
34111245760000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     1H,1H,163,286664,2551
34111245770000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     4H,4H,172,304509,2679
34111245780000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,DELONG UNIT     3H,3H,153,275116,2372
34111245790000,2020,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     1H,1H,227,403676,2321
34111245810000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,DIETRICH C     4H,4H,0,308171,3439
34111245820000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,DIETRICH C     6H,6H,0,395907,3779
34111245830000,2020,TRIAD HUNTER  LLC,MONROE,OHIO,ORMET     4-9UH,4-9UH,0,1256159,11753
34111245840000,2020,TRIAD HUNTER  LLC,MONROE,OHIO,ORMET     5-9 UH,5-9 UH,0,1000641,11093
34111245850000,2020,TRIAD HUNTER  LLC,MONROE,OHIO,ORMET     6-9UH,6-9UH,0,1042027,21319
34111245860000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5BHSU,SWITZ5BHSU,0,1046986,23735
34111245870000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5DHSU,SWITZ5DHSU,0,814410,19796
34111245880000,2020,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     4H,4H,196,347127,1994
34111245890000,2020,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     3H,3H,194,343296,1964
34111245900000,2020,ANTERO RESOURCES  CORPORATION,MONROE,FRANKLIN,ROXIE UNIT     2H,2H,193,334861,1886
34111245910000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,HOLLIDAY A     3H,3H,0,619409,8035
34111245920000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,HOLLIDAY A     1H,1H,0,808620,22716
34111245960000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,HOLLIDAY B     7H,7H,0,870745,9571
34111245990000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,R & D HILLTOP LUMBER NORTH     U4H,U4H,0,995689,9854
34111246010000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,R & D HILLTOP LUMBER SOUTH     U2H,U2H,0,729884,4453
34111246030000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5HHSU,SWITZ5HHSU,0,507710,12733
34111246040000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,SWITZER WOODS     SWITZ5JHSU,SWITZ5JHSU,0,615094,14193
34111246050000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,MONROE FARMS UNIT     5HA,5HA,253,449396,5053
34111246060300,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,WEFLER N     U2H ST03,U2H ST03,0,207512,2726
34111246070000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,WEFLER N     U3H,U3H,0,16758,1085
34111246080000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,WEFLER N     U4H,U4H,0,683768,12167
34111246090000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,CIRCOSTA     1H,1H,0,784139,7819
34111246100000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,PITTMAN     3H,3H,0,155049,9662
34111246110000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     1H,1H,232,411462,3695
34111246120000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     2H,2H,202,354880,3190
34111246130000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     3H,3H,196,340781,3060
34111246140000,2020,ANTERO RESOURCES  CORPORATION,MONROE,SENECA,CLARA UNIT     4H,4H,333,594378,5327
34111246180000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ODD JOB     4-PPH,4-PPH,0,281412,797
34111246190000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE UNIT     1H,1H,0,1946066,22567
34111246200000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     1H,1H,199,352538,2178
34111246210000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     2H,2H,180,314870,1939
34111246220000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     3H,3H,207,365325,2215
34111246230000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LAYTON UNIT     4H,4H,356,633613,3902
34111246240000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     1H,1H,0,876748,14830
34111246250000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER C     6H,6H,0,444630,12338
34111246260000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER C     4H,4H,0,428591,11979
34111246290000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER A     5H,5H,0,568759,10295
34111246300000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER A     3H,3H,0,467356,7986
34111246310000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER A     1H,1H,0,691381,11488
34111246330000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,BAUER NORTH     U2H,U2H,0,1318440,11741
34111246340000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,BAUER SOUTH     U1H,U1H,0,2215838,25882
34111246360000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,WEFLER SOUTH     U4H,U4H,0,247956,11109
34111246410000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,CIRCOSTA SOUTH     U4H,U4H,0,1071341,11146
34111246440000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,CIRCOSTA SOUTH     U1H,U1H,0,1760017,13712
34111246450000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ODD JOB     10-PPH,10-PPH,0,433903,1078
34111246490000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210634     1A,1A,0,1035739,10584
34111246500000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210634     3C,3C,0,566305,6535
34111246510000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210634     2B,2B,0,398984,6228
34111246520000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210596     6C,6C,0,836364,11295
34111246530000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210596     4A,4A,0,441863,5618
34111246540000,2020,GULFPORT APPALACHIA LLC,MONROE,WAYNE,ROGER 210596     5B,5B,0,420175,7226
34111246550000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     4-PPH,4-PPH,0,836966,1750
34111246610000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PIRL SOUTH     U1H,U1H,0,537994,3391
34111246620000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PIRL SOUTH     U2H,U2H,0,847695,9253
34111246630000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PIRL SOUTH     U3H,U3H,0,970343,9281
34111246640000,2020,GULFPORT APPALACHIA LLC,MONROE,WASHINGTON,JACOBS 211061     4A,4A,0,1370002,11164
34111246650000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER C     2H,2H,0,732131,12298
34111246670000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     1H,1H,0,878863,14995
34111246680000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,CLAUGUS 210245     2B,2B,0,762432,15416
34111246690000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,CLAUGUS 210245     3C,3C,0,528013,11369
34111246720000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28FHSU,SWITZ28FHSU,0,13,0
34111246730000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28HHSU,SWITZ28HHSU,0,1323352,29051
34111246740000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28BHSU,SWITZ28BHSU,0,894689,21422
34111246750000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCES I KINZEY ET UX     SWITZ28DHSU,SWITZ28DHSU,0,861126,25781
34111246770000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,CLAUGUS 210245     4D,4D,0,648445,14356
34111246780000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,POTTER 210631     3A,3A,0,1990825,18090
34111246800100,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,POTTER 211254     1B,1B,0,1559093,19217
34111246810000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,POTTER 211254     2A,2A,0,1784290,16893
34111246820000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,MOSER C     8H,8H,0,450103,10495
34111246840000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11PHSU,SWITZ11PHSU,0,776432,16351
34111246850000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11NHSU,SWITZ11NHSU,0,843712,21061
34111246860000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11JHSU,SWITZ11JHSU,0,1451427,27497
34111246870000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,FRANCIS & APRIL KINZY     SWITZ11LHSU,SWITZ11LHSU,0,1369967,35491
34111246880000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,POTTER 210246     6B,6B,0,1392450,20178
34111246890000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PFALZGRAF S     U1H,U1H,0,1351234,12390
34111246900000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     1H,1H,0,873304,13402
34111246910000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     2H,2H,0,772461,11847
34111246920000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,STREAMER UNIT     3H,3H,0,953042,14607
34111246930000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     2H,2H,0,818522,13850
34111246940000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CADDIS UNIT     3H,3H,0,816581,13815
34111246950000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,NICK NACK     2-PPH,2-PPH,0,912533,1949
34111246960000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PFALZGRAF S     U4H,U4H,0,1216884,10938
34111246970000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,PFALZGRAF N     U4H,U4H,0,1242326,16457
34111246980000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,ARNOLD 21600     5A,5A,0,1316695,18410
34111246990000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,ARNOLD 210131     4D,4D,0,849285,13956
34111247000000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,ARNOLD 210131     3C,3C,0,721264,12239
34111247010000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,ARNOLD 210131     2B,2B,0,634212,11496
34111247020000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,ARNOLD 210131     1A,1A,0,840717,9440
34111247030100,2020,ECLIPSE RESOURCES I LP,MONROE,LEE,HERRICK A-M     1HM,1HM,24246,806580,18584
34111247040000,2020,ECLIPSE RESOURCES I LP,MONROE,LEE,HERRICK EAST A     9H,9H,0,1324590,28766
34111247050000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     3H,3H,0,1030067,13117
34111247060000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     4H,4H,0,1292073,16452
34111247070000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MANN UNIT     2H,2H,0,868373,14817
34111247110000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,PAULUS 211268     5B,5B,0,2530190,29530
34111247120000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,PAULUS 210594     3B,3B,0,2984589,39442
34111247150000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,PAULUS 211153     1B,1B,0,2150174,34822
34111247180000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,DETWEILER JOHN W ETAL     SWITZ26DHSU,SWITZ26DHSU,0,1334381,33023
34111247190000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,DETWEILER JOHN W ETAL     SWITZ26CHSU,SWITZ26CHSU,0,1247033,30641
34111247200000,2020,CNX GAS COMPANY LLC,MONROE,SUNSBURY,FOLLOWAY BRIAN SCOTT     SWITZ26BHSU,SWITZ26BHSU,0,1233643,41220
34111247210000,2020,CNX GAS COMPANY LLC,MONROE,SUNSBURY,FOLLOWAY BRIAN SCOTT     SWITZ26AHSU,SWITZ26AHSU,0,1395623,22646
34111247220000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CARLIN UNIT     1H,1H,0,1210176,23523
34111247230000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CARLIN UNIT     2H,2H,0,1092737,21250
34111247240000,2020,ECLIPSE RESOURCES I LP,MONROE,LEE,DAVID STALDER B-M     16HM,16HM,14333,928888,13745
34111247250000,2020,ECLIPSE RESOURCES I LP,MONROE,LEE,DAVID STALDER B     12H,12H,0,1000973,14539
34111247270000,2020,ECLIPSE RESOURCES I LP,MONROE,LEE,HERRICK EAST     11H,11H,0,1547237,32790
34111247280000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE UNIT     2H,2H,0,1735005,20133
34111247290000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,CRESTONE  UNIT     3H,3H,0,1392347,16146
34111247300000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARPER UNIT     2H,2H,0,2957547,29529
34111247310000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,LORAINE UNIT     1H,1H,0,4301816,42230
34111247320000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARPER UNIT     1H,1H,0,3389007,33847
34111247330000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARRISON UNIT     2H,2H,0,1504555,29158
34111247340000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 211159     1A,1A,0,2678349,18677
34111247350000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 210617     2A,2A,0,2691186,21154
34111247360000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 211159     3B,3B,0,2403829,27451
34111247370000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 210617     4B,4B,0,2511950,19443
34111247380000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 211159     5C,5C,0,2655418,18140
34111247390000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,SCHUMACHER 210617     6C,6C,0,2409114,17119
34111247400000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     6-PPH,6-PPH,0,3464863,23541
34111247410000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     4-PPH,4-PPH,0,1380982,13366
34111247420000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,VALENKA 2     2-PPH,2-PPH,0,1408852,7753
34111247440000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,HARRISON UNIT     1H,1H,0,1460905,15145
34111247450000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27DHSU,SWIT27DHSU,0,1705519,26876
34111247460000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27BHSU,SWIT27BHSU,0,804181,13965
34111247470000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,ROBERTS VICTOR L & LINDA G     SWIT27FHSU,SWIT27FHSU,0,1522176,22435
34111247510000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,FOLLOWAY 210121     1B,1B,0,1115301,15764
34111247520000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,FOLLOWAY 211257     2A,2A,0,1101221,14331
34111247530000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,FOLLOWAY 211257     3B,3B,0,1793415,25103
34111247540000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     8-PPH,8-PPH,0,795419,3374
34111247560000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     4-PPH,4-PPH,0,856958,2969
34111247570000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     6-PPH,6-PPH,0,1147992,2771
34111247580000,2020,TRIAD HUNTER  LLC,MONROE,OHIO,ORMET     7-9UH,7-9UH,0,1363130,14144
34111247600000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,FAUNDA     S U1H,S U1H,0,1370515,9437
34111247610000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,SALEM,FAUNDA     S U4H,S U4H,0,2343277,19114
34111247620000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18FHSU,SWITZ18FHSU,0,1479258,17192
34111247630000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18BHSU,SWITZ18BHSU,0,1735242,35070
34111247640000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,BAUMBERGER LARRY E & BOBBY     SWITZ18DHSU,SWITZ18DHSU,0,1584164,24367
34111247660000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROLLAND C     5H,5H,0,2518117,48494
34111247720000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,ROBERT 211260     2B,2B,0,2172304,28160
34111247740000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,ROBERT 211402     4A,4A,0,2325124,30241
34111247750000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,CIRCOSTA B     3H,3H,0,796037,10019
34111247760000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,CIRCOSTA B     1H,1H,0,897726,11451
34111247770000,2020,TRIAD HUNTER  LLC,MONROE,OHIO,ORMET     11-15 UH,11-15 UH,0,969328,7354
34111247800000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,PAULUS 211267     9B,9B,0,1681141,35502
34111247810000,2020,GULFPORT APPALACHIA LLC,MONROE,CENTER,PAULUS 211258     7B,7B,0,1364101,27892
34111247840000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,GARY 210099     1B,1B,0,681089,16305
34111247850000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,GARY 210099     2A,2A,0,858179,12232
34111247860000,2020,GULFPORT APPALACHIA LLC,MONROE,SUNSBURY,GARY 210206     3B,3B,0,903553,20414
34111247910000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROTH A     2H,2H,0,3002053,59488
34111247920000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,ISALY     S U3H,S U3H,0,2285936,33955
34111247930000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,ISALY     S U2H,S U2H,0,2167518,38154
34111247950000,2020,ECLIPSE RESOURCES I LP,MONROE,ADAMS,YELLOW ROSE C     6H,6H,0,1762792,21709
34111247970000,2020,ECLIPSE RESOURCES I LP,MONROE,ADAMS,WILEY D     8H,8H,0,2227740,59609
34111247980000,2020,ECLIPSE RESOURCES I LP,MONROE,ADAMS,YELLOW ROSE B     4H,4H,0,1606160,23317
34111247990000,2020,ECLIPSE RESOURCES I LP,MONROE,ADAMS,YELLOW ROSE A     2H,2H,0,2157406,33870
34111248000000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,ISALY     N U1HA,N U1HA,0,2443460,41117
34111248010000,2020,DIVERSIFIED PRODUCTION LLC,MONROE,PERRY,ZORIN     2A-PPH,2A-PPH,0,1909325,9919
34111248020000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,BALLPARK     2H,2H,0,877192,4085
34111248030000,2020,ECLIPSE RESOURCES I LP,MONROE,SALEM,BALLPARK     4H,4H,0,976863,12007
34111248040000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MIINING COMPANY     SWITZ27BHSU,SWITZ27BHSU,0,1212481,18585
34111248050000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MININING COMPANY     SWITZ27DHSU,SWITZ27DHSU,0,1818460,20291
34111248060000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MINING COMPANY     SWITZ27CHSU,SWITZ27CHSU,0,1311974,17418
34111248070000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,QUARTO MINING COMPANY     SWITZ27AHSU,SWITZ27AHSU,0,1270167,17032
34111248080000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,STALDER S     U1H,U1H,0,2180629,87565
34111248090000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,STALDER N     U4H,U4H,0,1051549,13571
34111248100000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,STALDER S     U4H,U4H,0,2675355,56532
34111248110000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROTH B     4H,4H,0,4017533,92131
34111248120000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROTH D     8H,8H,0,5504729,114716
34111248130000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROTH E     10H,10H,0,5503024,141781
34111248140000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROTH C     6H,6H,0,4158375,79766
34111248150000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MCCHESNEY UNIT     2H,2H,0,1695111,21888
34111248160000,2020,ANTERO RESOURCES  CORPORATION,MONROE,MALAGA,MCCHESNEY UNIT     1H,1H,0,2537064,32770
34111248180000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,MICHAEL     M5H,M5H,86496,1039990,33171
34111248200000,2020,ECLIPSE RESOURCES I LP,MONROE,OHIO,HANNIBAL A     2H,2H,0,1455431,41171
34111248210000,2020,ECLIPSE RESOURCES I LP,MONROE,OHIO,HANNIBAL B     4H,4H,0,1326324,29699
34111248220000,2020,ECLIPSE RESOURCES I LP,MONROE,OHIO,HANNIBAL B     6H,6H,0,1691081,32485
34111248230100,2020,TRIAD HUNTER  LLC,MONROE,BENTON,POOL     1UH,1UH,0,565877,17132
34111248240000,2020,TRIAD HUNTER  LLC,MONROE,BENTON,POOL     3 UH,3 UH,0,708224,15780
34111248250000,2020,TRIAD HUNTER  LLC,MONROE,BENTON,POOL     2 UH,2 UH,0,1329933,19337
34111248260000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,EISENBARTH     S U1H,S U1H,0,2947082,50059
34111248270000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,EISENBARTH     S U5H,S U5H,0,2784832,52741
34111248280000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,EISENBARTH     S U3H,S U3H,0,2624579,53289
34111248290000,2020,EQUINOR USA ONSHORE PROPERTIES,MONROE,OHIO,EISENBARTH     S U2H,S U2H,0,3334875,70921
34111248320000,2020,ECLIPSE RESOURCES I LP,MONROE,GREEN,ROLLAND D     2H,2H,0,3552132,56683
34111248330000,2020,CNX GAS COMPANY LLC,MONROE,SWITZERLAND,RICHARD E LEHMAN     SWITZ9BHSU,SWITZ9BHSU,0,2523629,41228
